"Name","MonsterId","GroupId","NameSid","NameTitleSid","HideLevel","MonsterResourceID","MonColorGroupID","MonScale","GhostShader","Race","MonGrade","WayPointAuto","Level","MonType","MaxHP","PhysicalAttack","MagicAttack","PhysicalDefense","MagicDefense","Accuracy","Dodge","Critical","AvoidCritical","CriticalOutcome","DefCriticalOutcome","MonAttackDamage","MonDefense","DefSmiteSkillDamage","DarkdefenseDamage","SkillDamage","DefSkillDamage","AtkAllDamage","DefAllDamage","StunPer","DefStunPer","KnockDownPer","DefKnockDownPer","SmiteBuffPer","DefSmiteBuffPer","DeBuffPer","DefDeBuffPer","CursePer","DefCursePer","WalkSpeed","RunSpeed","FastRunSpeed","CombatPower","Exp","NameTagDropItemId","DropType","DropItemId","HpStack","PierceBody","UseAppear","BodyCleartime","FSMIndex","FactionType","ViewRange","ActivityRange","ActivityDelayMinSec","ActivityDelayMaxSec","SearchingType","AiIndex","TargetingType","AttackDelayMin","AttackDelayMax","NormalAttackCntMin","NormalAttackCntMax","MonNormalAttack","MonAttack","AttackRate_0","AttackRate_1","AttackRate_2","AttackRate_3","MonNormalLongAttack","LongMonAttack","LongAttackRate_0","LongAttackRate_1","LongAttackRate_2","LongAttackRate_3","TraceGap","AttackRange","LongAttackRange","CapsuleHalfHeight","CapsuleRadius","ServerCapsuleRadius","HitConGrade","StateConGrade","MoveConGrade","SmiteBuffArmor","EffectBuffArmor","NaviMeshType","PartsRadius","SiegeMode","CollectItemId","CollectDropRate","CollectDropCount","MonsterFunctionData","SummonGoblinRate01","GoblinId01","SummonGoblinRate02","GoblinId02","QuestDropId"
"1318002","1318002","0","6200223","0","1","401622","0","0.82","0","5","5","1","100","1","70000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","700","1","0","2","502","2","120000","120000","8","20","0","90005001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","460","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1318003","1318003","0","6200224","0","1","401652","0","1","0","5","5","1","100","1","42000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","420","1","0","2","502","2","120000","120000","8","20","0","90001001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","200","200","200","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Collision/Zoffset 200/BodyClearTime 3","0","0","0","0","(0)"
"1321001","1321001","0","6200225","0","1","401702","0","1","0","5","5","1","100","1","350000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","3500","1","0","2","502","2","120000","120000","8","20","0","0","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","350","350","350","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 450","0","0","0","0","(0)"
"1321002","1321002","0","6200226","0","1","401622","0","0.82","0","5","5","1","100","1","70000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","700","1","0","2","502","2","120000","120000","8","20","0","90005001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","460","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1321003","1321003","0","6200227","0","1","401652","0","1","0","5","5","1","100","1","42000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","420","1","0","2","502","2","120000","120000","8","20","0","90002001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","200","200","200","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Collision/Zoffset 200/BodyClearTime 3","0","0","0","0","(0)"
"1322001","1322001","0","6200228","0","1","401702","0","1","0","5","5","1","100","1","350000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","3500","1","0","2","502","2","120000","120000","8","20","0","0","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","350","350","350","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 450","0","0","0","0","(0)"
"1322002","1322002","0","6200229","0","1","401622","0","0.82","0","5","5","1","100","1","70000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","700","1","0","2","502","2","120000","120000","8","20","0","90005001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","460","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1322003","1322003","0","6200230","0","1","401652","0","1","0","5","5","1","100","1","42000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","420","1","0","2","502","2","120000","120000","8","20","0","90002001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","200","200","200","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Collision/Zoffset 200/BodyClearTime 3","0","0","0","0","(0)"
"1323001","1323001","0","6200231","0","1","401702","0","1","0","5","5","1","100","1","350000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","3500","1","0","2","502","2","120000","120000","8","20","0","0","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","350","350","350","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 450","0","0","0","0","(0)"
"1323002","1323002","0","6200232","0","1","401622","0","0.82","0","5","5","1","100","1","70000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","700","1","0","2","502","2","120000","120000","8","20","0","90005001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","460","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1323003","1323003","0","6200233","0","1","401652","0","1","0","5","5","1","100","1","42000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","420","1","0","2","502","2","120000","120000","8","20","0","90002001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","200","200","200","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Collision/Zoffset 200/BodyClearTime 3","0","0","0","0","(0)"
"1324001","1324001","0","6200234","0","1","401702","0","1","0","5","5","1","100","1","350000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","3500","1","0","2","502","2","120000","120000","8","20","0","0","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","350","350","350","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 450","0","0","0","0","(0)"
"1324002","1324002","0","6200235","0","1","401622","0","0.82","0","5","5","1","100","1","70000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","700","1","0","2","502","2","120000","120000","8","20","0","90005001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","460","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1324003","1324003","0","6200236","0","1","401652","0","1","0","5","5","1","100","1","42000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","420","1","0","2","502","2","120000","120000","8","20","0","90002001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","200","200","200","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Collision/Zoffset 200/BodyClearTime 3","0","0","0","0","(0)"
"1331001","1331001","0","6200237","0","1","401712","0","1","0","5","5","1","100","1","700000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","7000","1","0","2","502","2","120000","120000","8","20","0","0","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","500","0","450","450","450","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 500","0","0","0","0","(0)"
"1331011","1331011","0","6200238","0","1","401622","0","1","0","5","5","1","100","1","140000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","1400","1","0","2","502","2","120000","120000","8","20","0","90006001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","550","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1331012","1331012","0","6200239","0","1","401622","0","1","0","5","5","1","100","1","140000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","1400","1","0","2","502","2","120000","120000","8","20","0","90006101","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","550","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1331013","1331013","0","6200240","0","1","401622","0","1","0","5","5","1","100","1","140000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","1400","1","0","2","502","2","120000","120000","8","20","0","90006201","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","550","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1331014","1331014","0","6200241","0","1","401622","0","1","0","5","5","1","100","1","140000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","1400","1","0","2","502","2","120000","120000","8","20","0","90006301","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","550","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1331015","1331015","0","6200242","0","1","401632","0","1","0","5","5","1","100","1","280000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","2800","1","0","2","502","2","120000","120000","8","20","0","90006401","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","550","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1331016","1331016","0","6200243","0","1","401632","0","1","0","5","5","1","100","1","280000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","2800","1","0","2","502","2","120000","120000","8","20","0","90006501","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","550","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1331017","1331017","0","6200244","0","1","401632","0","1","0","5","5","1","100","1","280000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","2800","1","0","2","502","2","120000","120000","8","20","0","90006601","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","550","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1331018","1331018","0","6200245","0","1","401632","0","1","0","5","5","1","100","1","280000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","2800","1","0","2","502","2","120000","120000","8","20","0","90006701","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","550","0","500","500","500","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Zoffset 280/BodyClearTime 3","0","0","0","0","(0)"
"1331021","1331021","0","6200246","0","1","401662","0","1","0","5","5","1","100","1","42000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","420","1","0","2","502","2","120000","120000","8","20","0","90003001","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","200","200","200","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Collision/Zoffset 200/BodyClearTime 3","0","0","0","0","(0)"
"1331022","1331022","0","6200247","0","1","401672","0","1","0","5","5","1","100","1","42000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","420","1","0","2","502","2","120000","120000","8","20","0","90003101","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","200","200","200","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Collision/Zoffset 200/BodyClearTime 3","0","0","0","0","(0)"
"1331023","1331023","0","6200248","0","1","401682","0","1","0","5","5","1","100","1","42000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","420","1","0","2","502","2","120000","120000","8","20","0","90003201","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","200","200","200","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Collision/Zoffset 200/BodyClearTime 3","0","0","0","0","(0)"
"1331024","1331024","0","6200249","0","1","401692","0","1","0","5","5","1","100","1","42000","6637","6637","2684","2684","10000","1396","1073","900000","1702","1702","1599","2179","0","0","0","0","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","0","0","0","82789","0","0","1","0","420","1","0","2","502","2","120000","120000","8","20","0","90003301","0","1","1","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","200","200","200","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv/Rare/GuildWarMon/Collision/Zoffset 200/BodyClearTime 3","0","0","0","0","(0)"
"1350001","1350001","0","6200250","0","1","502681","0","2","0","5","5","1","130","1","100000","9165","9165","900000","900000","10000","1852","1366","900000","2134","2134","1973","3028","1233","0","0","616","0","10000","0","10000","0","10000","0","0","0","10000","0","10000","78","350","350","100725","0","0","1","0","1000","1","1.533","0","101","2","3200","10000","8","20","0","90008701","1","0.5","0.5","1","3","(10043010,10043020,10043030)","(10043040,10043050,10043060,10043070,10043120,10043140)","(20,20,15,15,15,15)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","150","450","0","130","100","100","20000","20000","20000","30","100","0","0","0","0","0","0","HideLv/Rare","0","0","0","0","(0)"
