"Name","RowId","Class","Grade","Tier","MainType","SubType","SmeltingType","SmeltingCount","Attribute1Value","Attribute2Value","Attribute3Value","Attribute4Value","Attribute5Value","Attribute6Value"
"123341012","123341012","1","2","3","3","4","1","12","1143","43","31","31","0","0"
"23411001","23411001","0","2","3","4","1","1","1","33","9","4","5","0","0"
"23411002","23411002","0","2","3","4","1","1","2","66","18","8","10","0","0"
"23411003","23411003","0","2","3","4","1","1","3","99","27","12","15","0","0"
"23411004","23411004","0","2","3","4","1","1","4","132","36","16","20","0","0"
"23411005","23411005","0","2","3","4","1","1","5","165","45","20","25","0","0"
"23411006","23411006","0","2","3","4","1","1","6","206","56","25","31","0","0"
"23411007","23411007","0","2","3","4","1","1","7","247","67","30","37","0","0"
"23411008","23411008","0","2","3","4","1","1","8","288","78","35","43","0","0"
"23411009","23411009","0","2","3","4","1","1","9","329","89","40","49","0","0"
"23411010","23411010","0","2","3","4","1","1","10","370","100","45","55","0","0"
"23411011","23411011","0","2","3","4","1","1","11","411","111","50","61","0","0"
"23411012","23411012","0","2","3","4","1","1","12","452","122","55","67","0","0"
"23421001","23421001","0","2","3","4","2","1","1","33","9","5","6","0","0"
"23421002","23421002","0","2","3","4","2","1","2","66","18","10","12","0","0"
"23421003","23421003","0","2","3","4","2","1","3","99","27","15","18","0","0"
"23421004","23421004","0","2","3","4","2","1","4","132","36","20","24","0","0"
"23421005","23421005","0","2","3","4","2","1","5","165","45","25","30","0","0"
"23421006","23421006","0","2","3","4","2","1","6","206","56","31","38","0","0"
"23421007","23421007","0","2","3","4","2","1","7","247","67","37","46","0","0"
"23421008","23421008","0","2","3","4","2","1","8","288","78","43","54","0","0"
"23421009","23421009","0","2","3","4","2","1","9","329","89","49","62","0","0"
"23421010","23421010","0","2","3","4","2","1","10","370","100","55","70","0","0"
"23421011","23421011","0","2","3","4","2","1","11","411","111","61","78","0","0"
"23421012","23421012","0","2","3","4","2","1","12","452","122","67","86","0","0"
"23431001","23431001","0","2","3","4","3","1","1","9","9","5","2","0","0"
"23431002","23431002","0","2","3","4","3","1","2","18","18","10","4","0","0"
"23431003","23431003","0","2","3","4","3","1","3","27","27","15","6","0","0"
"23431004","23431004","0","2","3","4","3","1","4","36","36","20","8","0","0"
"23431005","23431005","0","2","3","4","3","1","5","45","45","25","10","0","0"
"23431006","23431006","0","2","3","4","3","1","6","56","56","31","13","0","0"
"23431007","23431007","0","2","3","4","3","1","7","67","67","37","16","0","0"
"23431008","23431008","0","2","3","4","3","1","8","78","78","43","19","0","0"
"23431009","23431009","0","2","3","4","3","1","9","89","89","49","22","0","0"
"23431010","23431010","0","2","3","4","3","1","10","100","100","55","25","0","0"
"23431011","23431011","0","2","3","4","3","1","11","111","111","61","28","0","0"
"23431012","23431012","0","2","3","4","3","1","12","122","122","67","31","0","0"
"23441001","23441001","0","2","3","4","4","1","1","2","2","3","3","0","0"
"23441002","23441002","0","2","3","4","4","1","2","4","4","6","6","0","0"
"23441003","23441003","0","2","3","4","4","1","3","6","6","9","9","0","0"
"23441004","23441004","0","2","3","4","4","1","4","8","8","12","12","0","0"
"23441005","23441005","0","2","3","4","4","1","5","10","10","15","15","0","0"
"23441006","23441006","0","2","3","4","4","1","6","13","13","19","19","0","0"
"23441007","23441007","0","2","3","4","4","1","7","16","16","23","23","0","0"
"23441008","23441008","0","2","3","4","4","1","8","19","19","27","27","0","0"
"23441009","23441009","0","2","3","4","4","1","9","22","22","31","31","0","0"
"23441010","23441010","0","2","3","4","4","1","10","25","25","35","35","0","0"
"23441011","23441011","0","2","3","4","4","1","11","28","28","39","39","0","0"
"23441012","23441012","0","2","3","4","4","1","12","31","31","43","43","0","0"
"124211001","124211001","1","2","4","2","1","1","1","20","3","5","0","0","0"
"124211002","124211002","1","2","4","2","1","1","2","40","6","10","0","0","0"
"124211003","124211003","1","2","4","2","1","1","3","60","9","15","0","0","0"
"124211004","124211004","1","2","4","2","1","1","4","80","12","20","0","0","0"
"124211005","124211005","1","2","4","2","1","1","5","100","15","25","0","0","0"
"124211006","124211006","1","2","4","2","1","1","6","125","19","31","0","0","0"
"124211007","124211007","1","2","4","2","1","1","7","150","23","37","0","0","0"
"124211008","124211008","1","2","4","2","1","1","8","175","27","43","0","0","0"
"124211009","124211009","1","2","4","2","1","1","9","200","31","49","0","0","0"
"124211010","124211010","1","2","4","2","1","1","10","225","35","55","0","0","0"
"124211011","124211011","1","2","4","2","1","1","11","250","39","61","0","0","0"
"124211012","124211012","1","2","4","2","1","1","12","275","43","67","0","0","0"
"124311001","124311001","1","2","4","3","1","1","1","6","6","6","7","0","0"
"124311002","124311002","1","2","4","3","1","1","2","12","12","12","14","0","0"
"124311003","124311003","1","2","4","3","1","1","3","18","18","18","21","0","0"
"124311004","124311004","1","2","4","3","1","1","4","24","24","24","28","0","0"
"124311005","124311005","1","2","4","3","1","1","5","30","30","30","35","0","0"
"124311006","124311006","1","2","4","3","1","1","6","38","38","38","44","0","0"
"124311007","124311007","1","2","4","3","1","1","7","46","46","46","53","0","0"
"124311008","124311008","1","2","4","3","1","1","8","54","54","54","62","0","0"
"124311009","124311009","1","2","4","3","1","1","9","62","62","62","71","0","0"
"124311010","124311010","1","2","4","3","1","1","10","70","70","70","80","0","0"
"124311011","124311011","1","2","4","3","1","1","11","78","78","78","89","0","0"
"124311012","124311012","1","2","4","3","1","1","12","86","86","86","98","0","0"
"124321001","124321001","1","2","4","3","2","1","1","190","3","2","3","0","0"
"124321002","124321002","1","2","4","3","2","1","2","380","6","4","6","0","0"
"124321003","124321003","1","2","4","3","2","1","3","570","9","6","9","0","0"
"124321004","124321004","1","2","4","3","2","1","4","760","12","8","12","0","0"
"124321005","124321005","1","2","4","3","2","1","5","950","15","10","15","0","0"
"124321006","124321006","1","2","4","3","2","1","6","1188","19","13","19","0","0"
"124321007","124321007","1","2","4","3","2","1","7","1426","23","16","23","0","0"
"124321008","124321008","1","2","4","3","2","1","8","1664","27","19","27","0","0"
"124321009","124321009","1","2","4","3","2","1","9","1902","31","22","31","0","0"
"124321010","124321010","1","2","4","3","2","1","10","2140","35","25","35","0","0"
"124321011","124321011","1","2","4","3","2","1","11","2378","39","28","39","0","0"
"124321012","124321012","1","2","4","3","2","1","12","2616","43","31","43","0","0"
"124331001","124331001","1","2","4","3","3","1","1","95","3","6","2","0","0"
"124331002","124331002","1","2","4","3","3","1","2","190","6","12","4","0","0"
"124331003","124331003","1","2","4","3","3","1","3","285","9","18","6","0","0"
"124331004","124331004","1","2","4","3","3","1","4","380","12","24","8","0","0"
"124331005","124331005","1","2","4","3","3","1","5","475","15","30","10","0","0"
"124331006","124331006","1","2","4","3","3","1","6","594","19","38","13","0","0"
"124331007","124331007","1","2","4","3","3","1","7","713","23","46","16","0","0"
"124331008","124331008","1","2","4","3","3","1","8","832","27","54","19","0","0"
"124331009","124331009","1","2","4","3","3","1","9","951","31","62","22","0","0"
"124331010","124331010","1","2","4","3","3","1","10","1070","35","70","25","0","0"
"124331011","124331011","1","2","4","3","3","1","11","1189","39","78","28","0","0"
"124331012","124331012","1","2","4","3","3","1","12","1308","43","86","31","0","0"
"124341001","124341001","1","2","4","3","4","1","1","95","3","3","2","0","0"
"124341002","124341002","1","2","4","3","4","1","2","190","6","6","4","0","0"
"124341003","124341003","1","2","4","3","4","1","3","285","9","9","6","0","0"
"124341004","124341004","1","2","4","3","4","1","4","380","12","12","8","0","0"
"124341005","124341005","1","2","4","3","4","1","5","475","15","15","10","0","0"
"124341006","124341006","1","2","4","3","4","1","6","594","19","19","13","0","0"
"124341007","124341007","1","2","4","3","4","1","7","713","23","23","16","0","0"
"124341008","124341008","1","2","4","3","4","1","8","832","27","27","19","0","0"
"124341009","124341009","1","2","4","3","4","1","9","951","31","31","22","0","0"
"124341010","124341010","1","2","4","3","4","1","10","1070","35","35","25","0","0"
"124341011","124341011","1","2","4","3","4","1","11","1189","39","39","28","0","0"
"124341012","124341012","1","2","4","3","4","1","12","1308","43","43","31","0","0"
"24411001","24411001","0","2","4","4","1","1","1","38","10","4","6","0","0"
"24411002","24411002","0","2","4","4","1","1","2","76","20","8","12","0","0"
"24411003","24411003","0","2","4","4","1","1","3","114","30","12","18","0","0"
"24411004","24411004","0","2","4","4","1","1","4","152","40","16","24","0","0"
"24411005","24411005","0","2","4","4","1","1","5","190","50","20","30","0","0"
"24411006","24411006","0","2","4","4","1","1","6","238","63","25","38","0","0"
"24411007","24411007","0","2","4","4","1","1","7","286","76","30","46","0","0"
"24411008","24411008","0","2","4","4","1","1","8","334","89","35","54","0","0"
"24411009","24411009","0","2","4","4","1","1","9","382","102","40","62","0","0"
"24411010","24411010","0","2","4","4","1","1","10","430","115","45","70","0","0"
"24411011","24411011","0","2","4","4","1","1","11","478","128","50","78","0","0"
"24411012","24411012","0","2","4","4","1","1","12","526","141","55","86","0","0"
"24421001","24421001","0","2","4","4","2","1","1","38","10","6","7","0","0"
"24421002","24421002","0","2","4","4","2","1","2","76","20","12","14","0","0"
"24421003","24421003","0","2","4","4","2","1","3","114","30","18","21","0","0"
"24421004","24421004","0","2","4","4","2","1","4","152","40","24","28","0","0"
"24421005","24421005","0","2","4","4","2","1","5","190","50","30","35","0","0"
"24421006","24421006","0","2","4","4","2","1","6","238","63","38","44","0","0"
"24421007","24421007","0","2","4","4","2","1","7","286","76","46","53","0","0"
"24421008","24421008","0","2","4","4","2","1","8","334","89","54","62","0","0"
"24421009","24421009","0","2","4","4","2","1","9","382","102","62","71","0","0"
"24421010","24421010","0","2","4","4","2","1","10","430","115","70","80","0","0"
"24421011","24421011","0","2","4","4","2","1","11","478","128","78","89","0","0"
"24421012","24421012","0","2","4","4","2","1","12","526","141","86","98","0","0"
"24431001","24431001","0","2","4","4","3","1","1","10","10","6","2","0","0"
"24431002","24431002","0","2","4","4","3","1","2","20","20","12","4","0","0"
"24431003","24431003","0","2","4","4","3","1","3","30","30","18","6","0","0"
"24431004","24431004","0","2","4","4","3","1","4","40","40","24","8","0","0"
"24431005","24431005","0","2","4","4","3","1","5","50","50","30","10","0","0"
"24431006","24431006","0","2","4","4","3","1","6","63","63","38","13","0","0"
"24431007","24431007","0","2","4","4","3","1","7","76","76","46","16","0","0"
"24431008","24431008","0","2","4","4","3","1","8","89","89","54","19","0","0"
"24431009","24431009","0","2","4","4","3","1","9","102","102","62","22","0","0"
"24431010","24431010","0","2","4","4","3","1","10","115","115","70","25","0","0"
"24431011","24431011","0","2","4","4","3","1","11","128","128","78","28","0","0"
"24431012","24431012","0","2","4","4","3","1","12","141","141","86","31","0","0"
"24441001","24441001","0","2","4","4","4","1","1","2","2","4","4","0","0"
"24441002","24441002","0","2","4","4","4","1","2","4","4","8","8","0","0"
"24441003","24441003","0","2","4","4","4","1","3","6","6","12","12","0","0"
"24441004","24441004","0","2","4","4","4","1","4","8","8","16","16","0","0"
"24441005","24441005","0","2","4","4","4","1","5","10","10","20","20","0","0"
"24441006","24441006","0","2","4","4","4","1","6","13","13","25","25","0","0"
"24441007","24441007","0","2","4","4","4","1","7","16","16","30","30","0","0"
"24441008","24441008","0","2","4","4","4","1","8","19","19","35","35","0","0"
"24441009","24441009","0","2","4","4","4","1","9","22","22","40","40","0","0"
"24441010","24441010","0","2","4","4","4","1","10","25","25","45","45","0","0"
"24441011","24441011","0","2","4","4","4","1","11","28","28","50","50","0","0"
"24441012","24441012","0","2","4","4","4","1","12","31","31","55","55","0","0"
"131211001","131211001","1","3","1","2","1","1","1","26","4","9","0","0","0"
"131211002","131211002","1","3","1","2","1","1","2","52","8","18","0","0","0"
"131211003","131211003","1","3","1","2","1","1","3","78","12","27","0","0","0"
"131211004","131211004","1","3","1","2","1","1","4","104","16","36","0","0","0"
"131211005","131211005","1","3","1","2","1","1","5","130","20","45","0","0","0"
"131211006","131211006","1","3","1","2","1","1","6","163","25","56","0","0","0"
"131211007","131211007","1","3","1","2","1","1","7","196","30","67","0","0","0"
"131211008","131211008","1","3","1","2","1","1","8","229","35","78","0","0","0"
"131211009","131211009","1","3","1","2","1","1","9","262","40","89","0","0","0"
"131211010","131211010","1","3","1","2","1","1","10","295","45","100","0","0","0"
"131211011","131211011","1","3","1","2","1","1","11","328","50","111","0","0","0"
"131211012","131211012","1","3","1","2","1","1","12","361","55","122","0","0","0"
"131311001","131311001","1","3","1","3","1","1","1","10","10","11","13","0","0"
"131311002","131311002","1","3","1","3","1","1","2","20","20","22","26","0","0"
"131311003","131311003","1","3","1","3","1","1","3","30","30","33","39","0","0"
"131311004","131311004","1","3","1","3","1","1","4","40","40","44","52","0","0"
"131311005","131311005","1","3","1","3","1","1","5","50","50","55","65","0","0"
"131311006","131311006","1","3","1","3","1","1","6","63","63","69","81","0","0"
"131311007","131311007","1","3","1","3","1","1","7","76","76","83","97","0","0"
"131311008","131311008","1","3","1","3","1","1","8","89","89","97","113","0","0"
