"Name","OptionId","AttributeType","OptionGradeRate01","OptionGradeRate02","OptionGradeRate03","OptionGradeRate04","OptionGradeRate05","OptionGradeRate06","OptionGradeRate07","OptionGradeRate08","OptionGradeRate09","OptionGradeRate10","OptionGradeValue01","OptionGradeValue02","OptionGradeValue03","OptionGradeValue04","OptionGradeValue05","OptionGradeValue06","OptionGradeValue07","OptionGradeValue08","OptionGradeValue09","OptionGradeValue10","OptionGradeValue11","OptionGradeValue12","OptionGradeValue13","OptionGradeValue14","OptionGradeValue15","OptionGradeValue16","OptionGradeValue17","OptionGradeValue18","OptionGradeValue19","OptionGradeValue20","OptionGradeValue21","OptionGradeValue22","OptionGradeValue23","OptionGradeValue24","OptionGradeValue25","OptionGradeValue26","OptionGradeValue27","OptionGradeValue28","OptionGradeValue29","OptionGradeValue30","OptionGradeValue31","OptionGradeValue32","OptionGradeValue33","OptionGradeValue34","OptionGradeValue35","OptionGradeValue36","OptionGradeValue37","OptionGradeValue38","OptionGradeValue39","OptionGradeValue40","OptionGradeValue41","OptionGradeValue42","OptionGradeValue43","OptionGradeValue44","OptionGradeValue45","OptionGradeValue46","OptionGradeValue47","OptionGradeValue48","OptionGradeValue49","OptionGradeValue50","AttributeGrade"
"421","421","50","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"422","422","51","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"423","423","52","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"424","424","53","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"425","425","119","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"426","426","120","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"501","501","30","0","3350","3350","1200","1200","400","400","100","0","0","4","0","0","0","0","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","0"
"502","502","31","0","3350","3350","1200","1200","400","400","100","0","0","4","0","0","0","0","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","0"
"503","503","32","0","3350","3350","1200","1200","400","400","100","0","0","12","0","0","0","0","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","0"
"504","504","33","0","3350","3350","1200","1200","400","400","100","0","0","12","0","0","0","0","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","0"
"505","505","34","0","3350","3350","1200","1200","400","400","100","0","0","16","0","0","0","0","16","16","16","16","16","16","16","16","16","16","24","24","24","24","24","24","24","24","24","24","48","48","48","48","48","48","48","48","48","48","96","96","96","96","96","96","96","96","96","96","96","96","96","96","96","0"
"506","506","35","0","3350","3350","1200","1200","400","400","100","0","0","16","0","0","0","0","16","16","16","16","16","16","16","16","16","16","24","24","24","24","24","24","24","24","24","24","48","48","48","48","48","48","48","48","48","48","96","96","96","96","96","96","96","96","96","96","96","96","96","96","96","0"
"507","507","82","0","3350","3350","1200","1200","400","400","100","0","0","300","0","0","0","0","300","300","300","300","300","300","300","300","300","300","510","510","510","510","510","510","510","510","510","510","900","900","900","900","900","900","900","900","900","900","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","0"
"509","509","38","0","3350","3350","1200","1200","400","400","100","0","0","4","0","0","0","0","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","0"
"510","510","39","0","3350","3350","1200","1200","400","400","100","0","0","4","0","0","0","0","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","0"
"511","511","40","0","3350","3350","1200","1200","400","400","100","0","0","5","0","0","0","0","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"512","512","41","0","3350","3350","1200","1200","400","400","100","0","0","6","0","0","0","0","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","36","36","36","36","36","0"
"513","513","42","0","3350","3350","1200","1200","400","400","100","0","0","5","0","0","0","0","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"514","514","43","0","3350","3350","1200","1200","400","400","100","0","0","6","0","0","0","0","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","36","36","36","36","36","0"
"515","515","44","0","3350","3350","1200","1200","400","400","100","0","0","5","0","0","0","0","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"516","516","45","0","3350","3350","1200","1200","400","400","100","0","0","5","0","0","0","0","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"517","517","46","0","3350","3350","1200","1200","400","400","100","0","0","3","0","0","0","0","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","0"
"518","518","47","0","3350","3350","1200","1200","400","400","100","0","0","3","0","0","0","0","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","0"
"519","519","48","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"520","520","49","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"521","521","50","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"522","522","51","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"523","523","52","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"524","524","53","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"525","525","119","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"526","526","120","0","3350","3350","1200","1200","400","400","100","0","0","15","0","0","0","0","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","0"
"601","601","30","0","3350","3350","1200","1200","400","400","100","0","0","4","0","0","0","0","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","0"
"602","602","31","0","3350","3350","1200","1200","400","400","100","0","0","4","0","0","0","0","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","0"
"603","603","32","0","3350","3350","1200","1200","400","400","100","0","0","12","0","0","0","0","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","0"
"604","604","33","0","3350","3350","1200","1200","400","400","100","0","0","12","0","0","0","0","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","0"
"605","605","34","0","3350","3350","1200","1200","400","400","100","0","0","16","0","0","0","0","16","16","16","16","16","16","16","16","16","16","24","24","24","24","24","24","24","24","24","24","48","48","48","48","48","48","48","48","48","48","96","96","96","96","96","96","96","96","96","96","96","96","96","96","96","0"
"606","606","35","0","3350","3350","1200","1200","400","400","100","0","0","16","0","0","0","0","16","16","16","16","16","16","16","16","16","16","24","24","24","24","24","24","24","24","24","24","48","48","48","48","48","48","48","48","48","48","96","96","96","96","96","96","96","96","96","96","96","96","96","96","96","0"
"607","607","82","0","3350","3350","1200","1200","400","400","100","0","0","300","0","0","0","0","300","300","300","300","300","300","300","300","300","300","510","510","510","510","510","510","510","510","510","510","900","900","900","900","900","900","900","900","900","900","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","0"
"609","609","38","0","3350","3350","1200","1200","400","400","100","0","0","4","0","0","0","0","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","0"
"610","610","39","0","3350","3350","1200","1200","400","400","100","0","0","4","0","0","0","0","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","0"
"611","611","40","0","3350","3350","1200","1200","400","400","100","0","0","5","0","0","0","0","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"612","612","41","0","3350","3350","1200","1200","400","400","100","0","0","6","0","0","0","0","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","36","36","36","36","36","0"
"613","613","42","0","3350","3350","1200","1200","400","400","100","0","0","5","0","0","0","0","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","0"
"614","614","43","0","3350","3350","1200","1200","400","400","100","0","0","6","0","0","0","0","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","36","36","36","36","36","0"
